#,,,,,,,,,"generated_by='OpenQuake engine 3.9.0', start_date='2020-08-20T05:18:33', checksum=2950940446, investigation_time=1.0, ses_per_logic_tree_path=2000"
rup_id,multiplicity,mag,centroid_lon,centroid_lat,centroid_depth,trt,strike,dip,rake
825,2,5.500000E+00,1.747000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
826,2,5.500000E+00,1.748000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
827,1,5.500000E+00,1.749000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
828,2,5.500000E+00,1.750000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
829,3,5.500000E+00,1.751000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
830,1,5.500000E+00,1.753000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
831,1,5.500000E+00,1.754000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
832,1,5.500000E+00,1.755000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
833,2,5.500000E+00,1.756000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
834,1,5.500000E+00,1.760000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
835,3,5.500000E+00,1.763000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
836,1,5.500000E+00,1.764000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
837,2,5.500000E+00,1.765000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
838,1,5.500000E+00,1.766000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
839,1,5.500000E+00,1.767000E+02,-4.030000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
840,3,5.500000E+00,1.741000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
841,2,5.500000E+00,1.742000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
842,3,5.500000E+00,1.746000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
843,1,5.500000E+00,1.747000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
844,1,6.500000E+00,1.747000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
845,1,5.500000E+00,1.748000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
846,1,5.500000E+00,1.751000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
847,1,5.500000E+00,1.752000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
848,3,5.500000E+00,1.753000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
849,1,5.500000E+00,1.754000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
850,2,5.500000E+00,1.755000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
851,1,5.500000E+00,1.758000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
852,1,5.500000E+00,1.760000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
853,1,5.500000E+00,1.761000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
854,2,5.500000E+00,1.768000E+02,-4.040000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
855,1,5.500000E+00,1.739000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
856,1,5.500000E+00,1.740000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
857,2,5.500000E+00,1.741000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
858,1,5.500000E+00,1.743000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
859,2,5.500000E+00,1.744000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
860,2,5.500000E+00,1.746000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
861,1,6.500000E+00,1.746000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
862,3,5.500000E+00,1.748000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
863,1,5.500000E+00,1.749000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
864,1,5.500000E+00,1.750000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
865,1,6.500000E+00,1.750000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
866,1,5.500000E+00,1.759000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
867,3,5.500000E+00,1.763000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
868,1,5.500000E+00,1.765000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
869,1,5.500000E+00,1.766000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
870,1,5.500000E+00,1.767000E+02,-4.050000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
871,3,5.500000E+00,1.737000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
872,4,5.500000E+00,1.739000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
873,1,5.500000E+00,1.740000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
874,2,5.500000E+00,1.741000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
875,2,5.500000E+00,1.742000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
876,3,5.500000E+00,1.743000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
877,1,5.500000E+00,1.744000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
878,3,5.500000E+00,1.745000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
879,6,5.500000E+00,1.746000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
880,1,5.500000E+00,1.748000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
881,1,5.500000E+00,1.749000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
882,2,5.500000E+00,1.750000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
883,1,5.500000E+00,1.751000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
884,3,5.500000E+00,1.752000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
885,1,5.500000E+00,1.753000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
886,1,5.500000E+00,1.761000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
887,1,5.500000E+00,1.763000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
888,1,5.500000E+00,1.765000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
889,1,5.500000E+00,1.766000E+02,-4.060000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
890,1,5.500000E+00,1.738000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
891,2,5.500000E+00,1.740000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
892,1,5.500000E+00,1.742000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
893,4,5.500000E+00,1.743000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
894,3,5.500000E+00,1.744000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
895,3,5.500000E+00,1.746000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
896,1,5.500000E+00,1.747000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
897,3,5.500000E+00,1.749000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
898,1,6.500000E+00,1.749000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
899,3,5.500000E+00,1.750000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
900,1,5.500000E+00,1.757000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
901,1,5.500000E+00,1.758000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
902,1,5.500000E+00,1.761000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
903,2,5.500000E+00,1.762000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
904,1,5.500000E+00,1.763000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
905,1,5.500000E+00,1.764000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
906,1,5.500000E+00,1.767000E+02,-4.070000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
907,2,5.500000E+00,1.735000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
908,3,5.500000E+00,1.738000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
909,2,5.500000E+00,1.740000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
910,3,5.500000E+00,1.741000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
911,2,5.500000E+00,1.745000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
912,1,6.500000E+00,1.745000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
913,1,5.500000E+00,1.746000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
914,1,5.500000E+00,1.748000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
915,1,5.500000E+00,1.749000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
916,1,6.500000E+00,1.751000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
917,1,5.500000E+00,1.752000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
918,2,5.500000E+00,1.757000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
919,1,5.500000E+00,1.759000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
920,2,5.500000E+00,1.762000E+02,-4.080000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
921,2,5.500000E+00,1.736000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
922,1,5.500000E+00,1.740000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
923,1,5.500000E+00,1.741000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
924,2,5.500000E+00,1.742000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
925,3,5.500000E+00,1.743000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
926,1,5.500000E+00,1.744000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
927,1,5.500000E+00,1.745000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
928,2,5.500000E+00,1.746000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
929,2,5.500000E+00,1.747000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
930,3,5.500000E+00,1.748000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
931,3,5.500000E+00,1.750000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
932,1,6.500000E+00,1.750000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
933,1,5.500000E+00,1.751000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
934,1,5.500000E+00,1.753000E+02,-4.090000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
935,1,5.500000E+00,1.734000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
936,1,5.500000E+00,1.736000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
937,1,5.500000E+00,1.738000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
938,1,6.500000E+00,1.738000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
939,1,5.500000E+00,1.739000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
940,1,5.500000E+00,1.740000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
941,1,5.500000E+00,1.742000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
942,3,5.500000E+00,1.743000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
943,1,5.500000E+00,1.744000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
944,2,5.500000E+00,1.745000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
945,1,5.500000E+00,1.746000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
946,3,5.500000E+00,1.747000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
947,2,5.500000E+00,1.748000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
948,1,5.500000E+00,1.749000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
949,2,5.500000E+00,1.750000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
950,1,5.500000E+00,1.754000E+02,-4.100000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
951,2,5.500000E+00,1.735000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
952,1,5.500000E+00,1.736000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
953,1,5.500000E+00,1.737000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
954,1,5.500000E+00,1.738000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
955,1,5.500000E+00,1.739000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
956,4,5.500000E+00,1.740000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
957,1,5.500000E+00,1.741000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
958,3,5.500000E+00,1.743000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
959,1,5.500000E+00,1.744000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
960,1,5.500000E+00,1.747000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
961,2,5.500000E+00,1.750000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
962,2,5.500000E+00,1.751000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
963,1,5.500000E+00,1.762000E+02,-4.110000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
964,1,5.500000E+00,1.728000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
965,2,5.500000E+00,1.730000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
966,1,5.500000E+00,1.733000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
967,2,5.500000E+00,1.735000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
968,2,5.500000E+00,1.737000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
969,1,5.500000E+00,1.738000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
970,2,5.500000E+00,1.739000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
971,3,5.500000E+00,1.740000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
972,1,5.500000E+00,1.741000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
973,1,5.500000E+00,1.745000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
974,1,5.500000E+00,1.746000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
975,1,6.500000E+00,1.748000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
976,1,5.500000E+00,1.751000E+02,-4.120000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
977,1,5.500000E+00,1.729000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
978,1,5.500000E+00,1.730000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
979,2,5.500000E+00,1.732000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
980,2,5.500000E+00,1.735000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
981,1,5.500000E+00,1.736000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
982,1,5.500000E+00,1.737000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
983,1,5.500000E+00,1.738000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
984,2,5.500000E+00,1.739000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
985,1,5.500000E+00,1.740000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
986,2,5.500000E+00,1.741000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
987,1,5.500000E+00,1.742000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
988,1,6.500000E+00,1.742000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
989,5,5.500000E+00,1.743000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
990,1,5.500000E+00,1.746000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
991,1,5.500000E+00,1.762000E+02,-4.130000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
992,1,5.500000E+00,1.728000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
993,1,5.500000E+00,1.732000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
994,1,5.500000E+00,1.734000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
995,3,5.500000E+00,1.735000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
996,1,5.500000E+00,1.737000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
997,1,5.500000E+00,1.740000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
998,1,5.500000E+00,1.741000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
999,1,6.500000E+00,1.741000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1000,1,5.500000E+00,1.742000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1001,1,5.500000E+00,1.745000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1002,1,5.500000E+00,1.746000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1003,1,6.500000E+00,1.760000E+02,-4.140000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1004,1,5.500000E+00,1.726000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1005,1,5.500000E+00,1.729000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1006,3,5.500000E+00,1.734000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1007,3,5.500000E+00,1.735000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1008,1,5.500000E+00,1.736000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1009,1,5.500000E+00,1.737000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1010,1,5.500000E+00,1.739000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1011,1,5.500000E+00,1.740000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1012,2,5.500000E+00,1.741000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1013,1,5.500000E+00,1.745000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1014,1,5.500000E+00,1.746000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1015,1,5.500000E+00,1.750000E+02,-4.150000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1016,1,5.500000E+00,1.727000E+02,-4.160000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1017,1,5.500000E+00,1.730000E+02,-4.160000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1018,1,5.500000E+00,1.731000E+02,-4.160000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
1019,1,6.500000E+00,1.733000E+02,-4.160000E+01,7.000000E+01,Subduction Intraslab,0.000000E+00,9.000000E+01,9.000000E+01
